pair_idx,seq_idx_1,seq_idx_2,hamming_distance,bin_idx,n_mutations,max_distance_from_natural,start_distance,end_distance,protein_1,protein_2,overlap
59,90,222,319.0,6,319,0.5677781646362273,0.01048661978930171,0.004445334760344725,PF00004,PF00041,12
60,87,161,321.0,6,321,0.599017128921806,0.008021002470408656,0.0011923921908492299,PF00004,PF00041,12
61,170,175,321.0,6,321,0.7835727458285696,0.008075474322705646,0.007209296051261686,PF00004,PF00041,12
62,223,289,325.0,6,325,0.9762657201188034,0.011265132274266714,0.008174595316648398,PF00004,PF00041,12
63,10,237,325.0,6,325,0.5730249343735635,0.006657308293342301,0.00982054463545168,PF00004,PF00041,12
64,0,138,326.0,6,326,0.47692463821286535,0.016416534645024152,0.004327066859891015,PF00004,PF00041,12
65,98,268,326.0,6,326,0.5672796068235461,0.008041463055708034,0.0020611655950298746,PF00004,PF00041,12
66,0,271,326.0,6,326,1.005397747723985,0.016416534645024152,0.011451421594519602,PF00004,PF00041,12
67,205,239,330.0,7,330,0.7468593393623588,0.005001210071307245,0.0037647908147661717,PF00004,PF00041,12
68,75,111,330.0,7,330,0.9870992519852916,0.0031467860861393243,0.01794605940893273,PF00004,PF00041,12
69,211,239,330.0,7,330,0.9507940819667773,0.01367512264557584,0.0037647908147661717,PF00004,PF00041,12
70,188,239,331.0,7,331,1.061033562440433,0.004566141882895153,0.0037647908147661717,PF00004,PF00041,12
71,12,237,332.0,7,332,0.709713045908738,0.011367973095684639,0.00982054463545168,PF00004,PF00041,12
72,222,265,333.0,7,333,0.7443281667007059,0.004445334760344725,0.011092102977232454,PF00004,PF00041,12
73,136,291,334.0,7,334,0.99676198190444,0.002883977616162682,0.007604084667150915,PF00004,PF00041,12
74,177,244,334.0,7,334,0.7779484244215541,0.006426057884579862,0.009866921586389977,PF00004,PF00041,12
75,175,262,336.0,7,336,0.7984573406564162,0.007209296051261686,0.022251357595070402,PF00004,PF00041,12
76,171,291,337.0,7,337,0.7257017770229836,0.008007632782689018,0.007604084667150915,PF00004,PF00041,12
77,88,267,341.0,8,341,0.8951008709535618,0.00719575469942384,0.0020593422325346756,PF00004,PF00041,12
78,154,268,341.0,8,341,0.6409059570373992,0.015432683257232883,0.0020611655950298746,PF00004,PF00041,12
79,163,222,341.0,8,341,0.7212727036373014,0.011688835643907176,0.004445334760344725,PF00004,PF00041,12
80,111,158,341.0,8,341,0.887602355527767,0.01794605940893273,0.0036400860684727976,PF00004,PF00041,12
81,150,193,342.0,8,342,0.6634170549609336,0.007327244893009585,0.010649435809616484,PF00004,PF00041,12
82,237,246,343.0,8,343,0.6969398804236482,0.00982054463545168,0.004128588755807967,PF00004,PF00041,12
83,127,237,344.0,8,344,0.6417602029728908,0.0046747853256821036,0.00982054463545168,PF00004,PF00041,12
84,221,240,348.0,8,348,inf,0.007361616303539134,0.00575391956371093,PF00004,PF00041,12
85,222,258,348.0,8,348,1.029304351735601,0.004445334760344725,0.00672652996959942,PF00004,PF00041,12
86,0,240,353.0,8,353,1.053389101325997,0.016416534645024152,0.00575391956371093,PF00004,PF00041,12
87,185,267,354.0,9,354,0.9065507335089642,0.013844756429422277,0.0020593422325346756,PF00004,PF00041,12
88,195,267,355.0,9,355,0.8863898930151575,0.01009943299538887,0.0020593422325346756,PF00004,PF00041,12
89,18,221,355.0,9,355,2.4106090272911738,0.007101654052768013,0.007361616303539134,PF00004,PF00041,12
90,184,239,355.0,9,355,1.1758820463231516,0.00733259082313926,0.0037647908147661717,PF00004,PF00041,12
91,104,150,356.0,9,356,inf,0.005433155382259911,0.007327244893009585,PF00004,PF00041,12
92,71,221,357.0,9,357,0.9361131541410023,0.0038295074439084805,0.007361616303539134,PF00004,PF00041,12
93,61,111,358.0,9,358,1.2123866092550235,0.007318908646463641,0.01794605940893273,PF00004,PF00041,12
94,111,226,360.0,9,360,1.176021395108671,0.01794605940893273,0.009256502929249016,PF00004,PF00041,12
95,222,267,361.0,9,361,1.2038610832746417,0.004445334760344725,0.0020593422325346756,PF00004,PF00041,12
96,2,222,365.0,9,365,0.9003875781698609,0.005213284328199289,0.004445334760344725,PF00004,PF00041,12
