,PF1,PF2,Overlap,Mean_E1,Std_E1,Mean_E2,Std_E2,Nat_Mean1,Nat_Mean2,Dist_1,Dist_2
17,PF00004,PF00041,63,195.764721997634,28.098734513077492,135.68961745025084,10.484719677701772,145.87937104727615,120.65601144257766,49.88535095035786,15.033606007673171
18,PF00004,PF00041,66,187.31901446293494,24.96983759046925,144.388646046425,12.291792773973585,145.87937104727615,120.65601144257766,41.43964341565879,23.732634603847345
19,PF00004,PF00041,69,162.28235493884006,16.260772163229277,143.4646301975397,8.994238514421141,145.87937104727615,120.65601144257766,16.402983891563906,22.808618754962026
20,PF00004,PF00041,72,171.72003235467992,30.121763626417614,142.54384127121156,10.057001261827827,145.87937104727615,120.65601144257766,25.840661307403764,21.887829828633897
21,PF00004,PF00041,75,171.735098751743,16.186176631207765,140.65846746170422,9.415505253674397,145.87937104727615,120.65601144257766,25.855727704466858,20.002456019126555
22,PF00004,PF00041,78,153.7711798006083,15.29370066244805,147.8738820161339,8.948830087075743,145.87937104727615,120.65601144257766,7.891808753332157,27.21787057355624
23,PF00004,PF00041,81,199.07942059869646,26.35366382701257,147.28432143577885,11.014811179656743,145.87937104727615,120.65601144257766,53.20004955142031,26.628309993201185
24,PF00004,PF00041,84,188.04011727914315,13.258592452742631,146.1840571535538,8.008135894909168,145.87937104727615,120.65601144257766,42.160746231866995,25.52804571097613
25,PF00004,PF00041,87,156.97477926736482,17.695191907148807,145.29214639729884,8.634740788892538,145.87937104727615,120.65601144257766,11.095408220088672,24.63613495472117
26,PF00004,PF00072,12,151.96203617323187,22.599382555942885,212.77002396897743,16.275546571449706,145.87937104727615,201.36867883211482,6.082665125955714,11.401345136862602
27,PF00004,PF00072,15,180.9376167173928,27.04012536822209,215.2497129807216,20.4473225859777,145.87937104727615,201.36867883211482,35.05824567011666,13.881034148606773
28,PF00004,PF00072,18,153.40708609843762,19.510439341105947,210.02229894367133,19.483761767327515,145.87937104727615,201.36867883211482,7.527715051161465,8.653620111556506
29,PF00004,PF00072,21,142.1089388873844,15.58521151845677,217.43798478310046,18.729670345798223,145.87937104727615,201.36867883211482,3.7704321598917545,16.069305950985637
30,PF00004,PF00072,24,150.26531353021306,18.176579638270862,215.28612776873814,21.180034186998206,145.87937104727615,201.36867883211482,4.385942482936912,13.917448936623316
31,PF00004,PF00072,27,180.23284814110272,25.943063005639114,214.13970453792027,23.9897141056954,145.87937104727615,201.36867883211482,34.35347709382657,12.771025705805442
32,PF00004,PF00072,30,182.59709953033087,21.24198482799877,214.73598117789584,17.307908838027146,145.87937104727615,201.36867883211482,36.717728483054714,13.367302345781013
33,PF00004,PF00072,33,177.9208031279285,25.19167058427762,215.48380235151257,18.45412411048278,145.87937104727615,201.36867883211482,32.041432080652356,14.115123519397741
34,PF00004,PF00072,36,156.88686285800986,16.575803775979296,223.75995738976127,14.696915114723108,145.87937104727615,201.36867883211482,11.007491810733711,22.391278557646444
35,PF00004,PF00072,39,172.73780002547505,16.44912988616384,208.12575229568546,15.735323941204985,145.87937104727615,201.36867883211482,26.8584289781989,6.757073463570634
36,PF00004,PF00072,42,164.6196405383881,21.640708192487057,209.76676224582587,14.06560845065435,145.87937104727615,201.36867883211482,18.740269491111945,8.39808341371105
37,PF00004,PF00072,45,164.59043921570594,20.99328029597093,228.81030650735366,10.627452982785663,145.87937104727615,201.36867883211482,18.71106816842979,27.441627675238834
38,PF00004,PF00072,48,177.82474006196026,31.595005477786763,224.31776066858683,10.26635992930451,145.87937104727615,201.36867883211482,31.945369014684104,22.949081836472004
39,PF00004,PF00072,51,161.0596068642379,23.43077224190925,232.32533296225597,12.807323307873439,145.87937104727615,201.36867883211482,15.180235816961755,30.956654130141146
40,PF00004,PF00072,54,179.86309903810647,21.055417732433636,228.23577292043348,21.505540164027618,145.87937104727615,201.36867883211482,33.98372799083032,26.86709408831865
41,PF00004,PF00072,57,210.0762412811752,17.207930940201752,218.48369498848302,18.2891079860629,145.87937104727615,201.36867883211482,64.19687023389903,17.1150161563682
42,PF00004,PF00072,60,146.05912243155117,24.33486551530025,234.75611521987244,15.292748198609138,145.87937104727615,201.36867883211482,0.17975138427502202,33.38743638775762
43,PF00004,PF00072,63,177.06974999952456,25.971158643617404,236.07568883713742,20.521891114104722,145.87937104727615,201.36867883211482,31.19037895224841,34.707010005022596
44,PF00004,PF00072,66,194.06267817245083,26.481368665942032,225.898399297684,20.3659053202662,145.87937104727615,201.36867883211482,48.18330712517468,24.52972046556917
45,PF00004,PF00072,69,180.7623187321613,24.589960585760643,229.76593203978655,21.399190604801593,145.87937104727615,201.36867883211482,34.88294768488515,28.397253207671724
46,PF00004,PF00072,72,158.4607311361954,21.546364247375205,241.0789761365656,15.152922127136566,145.87937104727615,201.36867883211482,12.58136008891924,39.71029730445076
47,PF00004,PF00072,75,161.60035063925696,13.787496327815882,246.05055572899187,13.013293762298748,145.87937104727615,201.36867883211482,15.720979591980807,44.68187689687704
48,PF00004,PF00072,78,175.06732834792274,29.10263800132775,229.17003886819492,13.482268045486515,145.87937104727615,201.36867883211482,29.187957300646588,27.801360036080098
49,PF00004,PF00072,81,170.54788973748492,29.85658702208358,223.99020886601437,10.787047632521022,145.87937104727615,201.36867883211482,24.66851869020877,22.621530033899546
50,PF00004,PF00072,84,174.6575148342699,20.79780962247811,235.06763780822544,13.4147481892533,145.87937104727615,201.36867883211482,28.778143786993752,33.69895897611062
51,PF00004,PF00072,87,160.92134783088343,25.546612691629853,236.53250190496163,16.26314624441792,145.87937104727615,201.36867883211482,15.041976783607282,35.16382307284681
52,PF00004,PF00076,12,147.27633708277344,19.373294735966038,81.70628596333702,11.470645258059616,145.87937104727615,80.84820765078511,1.396966035497286,0.8580783125519105
53,PF00004,PF00076,15,174.98995127659515,19.319747312880704,86.76271585844702,8.040573282815302,145.87937104727615,80.84820765078511,29.110580229318998,5.91450820766191
54,PF00004,PF00076,18,173.57298656759318,21.710551681656302,84.68892859738328,9.785163636354469,145.87937104727615,80.84820765078511,27.693615520317024,3.840720946598168
55,PF00004,PF00076,21,159.87294176668883,16.161898477826902,80.9608814355893,14.293698220440694,145.87937104727615,80.84820765078511,13.993570719412673,0.112673784804187
56,PF00004,PF00076,24,156.41955827763678,20.493886059380262,87.54824938184247,9.119687003121168,145.87937104727615,80.84820765078511,10.54018723036063,6.700041731057354
57,PF00004,PF00076,27,175.4117842200177,24.872989026638542,89.3054199763848,8.826809330465863,145.87937104727615,80.84820765078511,29.532413172741542,8.457212325599684
58,PF00004,PF00076,30,162.42193474634243,20.389789012931722,79.5845415385944,10.927688988413967,145.87937104727615,80.84820765078511,16.542563699066278,1.2636661121907196
59,PF00004,PF00076,33,174.7367688236626,27.86668695070117,83.13237095372685,11.405872231712676,145.87937104727615,80.84820765078511,28.85739777638645,2.284163302941735
60,PF00004,PF00076,36,153.6800970906982,19.748837567575727,93.38501774600839,8.794840139996285,145.87937104727615,80.84820765078511,7.80072604342206,12.536810095223274
61,PF00004,PF00076,39,169.68869678013567,22.15197327786741,91.60389307981578,9.995396727595908,145.87937104727615,80.84820765078511,23.80932573285952,10.755685429030663
62,PF00004,PF00076,42,160.7170899758326,24.325369528823362,85.98105130971436,6.5468781580169075,145.87937104727615,80.84820765078511,14.837718928556455,5.1328436589292465
63,PF00004,PF00076,45,179.66666998515208,21.65993032837666,85.38296222206995,8.765567119144807,145.87937104727615,80.84820765078511,33.78729893787593,4.534754571284836
64,PF00004,PF00076,48,192.80371280574144,30.522101032947013,88.7063789040437,11.820555434161788,145.87937104727615,80.84820765078511,46.92434175846529,7.85817125325859
65,PF00004,PF00076,51,188.89097475417546,28.449917593052184,82.82904148833373,13.514675401356254,145.87937104727615,80.84820765078511,43.01160370689931,1.9808338375486159
66,PF00004,PF00076,54,175.02953457909672,16.741553115225003,85.32139075939577,10.164381598147118,145.87937104727615,80.84820765078511,29.150163531820567,4.473183108610655
67,PF00004,PF00076,57,170.4263059593314,19.787155403932907,91.8057206270282,8.062262520338768,145.87937104727615,80.84820765078511,24.546934912055235,10.95751297624308
68,PF00004,PF00076,60,166.52923387661255,21.89439416576547,95.19953335395032,13.405918011176853,145.87937104727615,80.84820765078511,20.6498628293364,14.351325703165202
69,PF00004,PF00076,63,182.12228054621875,25.891148770760896,93.62522110468652,16.920094463225226,145.87937104727615,80.84820765078511,36.242909498942595,12.777013453901404
70,PF00004,PF00076,66,189.65644771265548,30.555081178038527,96.12453005657373,9.040833363044293,145.87937104727615,80.84820765078511,43.777076665379326,15.276322405788619
71,PF00004,PF00076,69,178.5914060644606,31.718026370945825,95.39730576786651,9.724242029974668,145.87937104727615,80.84820765078511,32.71203501718446,14.5490981170814
72,PF00004,PF00076,72,219.55282143330652,14.39096494638261,94.8753909835315,7.981355331794661,145.87937104727615,80.84820765078511,73.67345038603037,14.02718333274639
73,PF00004,PF00076,75,172.62949688363148,24.060002732304174,99.90797961462499,12.02834359056366,145.87937104727615,80.84820765078511,26.750125836355323,19.05977196383988
74,PF00004,PF00076,78,205.1396528772585,19.343004996035155,80.23572924374278,11.796380620786033,145.87937104727615,80.84820765078511,59.26028182998235,0.6124784070423317
75,PF00004,PF00076,81,202.85447478707243,17.877305486344703,90.81390480872587,12.798065487055812,145.87937104727615,80.84820765078511,56.97510373979628,9.965697157940753
76,PF00004,PF00076,84,163.93828581899922,21.45070022391976,97.44028977891658,9.393843178985739,145.87937104727615,80.84820765078511,18.058914771723067,16.592082128131466
77,PF00004,PF00076,87,181.36867182365106,29.501096948364015,97.19725867804101,14.884213725179796,145.87937104727615,80.84820765078511,35.489300776374904,16.349051027255896
78,PF00004,PF00096,12,153.89719811965082,14.72719827626487,17.726049712112403,3.7242947463441074,145.87937104727615,16.436232766230635,8.017827072374672,1.2898169458817677
79,PF00004,PF00096,15,180.71812678065112,19.762603679069294,15.002334124117851,3.3410491601994288,145.87937104727615,16.436232766230635,34.83875573337497,1.4338986421127835
80,PF00004,PF00096,18,184.21809987329073,29.436733973282323,34.26466958705181,4.508123606518827,145.87937104727615,16.436232766230635,38.338728826014574,17.828436820821178
81,PF00004,PF00096,21,156.43657302004533,19.063919190751687,19.20152345870673,4.447163252039404,145.87937104727615,16.436232766230635,10.557201972769178,2.7652906924760963
82,PF00004,PF00096,24,164.29086470441504,20.860231258393913,17.16908001533786,4.8262637816096445,145.87937104727615,16.436232766230635,18.41149365713889,0.7328472491072269
83,PF00004,PF00096,27,193.91174102271765,17.8567452920658,14.523374531139742,4.205833855990239,145.87937104727615,16.436232766230635,48.0323699754415,1.9128582350908925
84,PF00004,PF00096,30,162.55556133950353,23.257112205805036,18.03851935544348,5.28298100337681,145.87937104727615,16.436232766230635,16.676190292227375,1.602286589212845
85,PF00004,PF00096,33,202.18896876210994,23.441838073368935,15.275686930102637,3.789304249198323,145.87937104727615,16.436232766230635,56.309597714833785,1.1605458361279979
86,PF00004,PF00096,36,179.23149113203658,22.63544165929342,19.367414513675435,5.46965060269589,145.87937104727615,16.436232766230635,33.35212008476043,2.9311817474448
87,PF00004,PF00096,39,168.62287306390758,17.994127934850688,16.338084420885814,4.186645684410863,145.87937104727615,16.436232766230635,22.743502016631425,0.09814834534482131
88,PF00004,PF00096,42,172.5104931435718,29.32686773181227,19.088869805574127,3.236712660711242,145.87937104727615,16.436232766230635,26.631122096295655,2.6526370393434924
89,PF00004,PF00096,45,165.06375333343072,16.801494885097696,21.21001646292472,3.6167348741013408,145.87937104727615,16.436232766230635,19.184382286154573,4.773783696694085
90,PF00004,PF00096,48,185.29154341441236,20.24165902356156,14.829976521992368,5.212948441270701,145.87937104727615,16.436232766230635,39.41217236713621,1.606256244238267
91,PF00004,PF00096,51,180.9222213880186,19.735058312432546,21.6594524721628,3.113063904569568,145.87937104727615,16.436232766230635,35.04285034074246,5.223219705932166
92,PF00004,PF00096,54,169.12251289130896,18.45111613819064,23.365959528297545,5.4645779915990715,145.87937104727615,16.436232766230635,23.243141844032806,6.92972676206691
93,PF00004,PF00096,57,206.8573741519637,21.305485136942192,31.654120601298764,3.6598653034981075,145.87937104727615,16.436232766230635,60.97800310468756,15.21788783506813
94,PF00004,PF00096,60,206.95302117574278,26.19164886256931,18.73051728203264,3.804234110446773,145.87937104727615,16.436232766230635,61.073650128466625,2.294284515802005
95,PF00004,PF00153,12,146.25246244544152,17.150892593819226,89.66496735437036,13.50987829155909,145.87937104727615,92.55486889551554,0.3730913981653714,2.8899015411451785
96,PF00004,PF00153,15,172.2039678016994,22.463897672351013,102.86291693724851,12.409873149284817,145.87937104727615,92.55486889551554,26.324596754423254,10.308048041732974
97,PF00004,PF00153,18,157.98708134402676,16.095784560731715,101.83365891468266,17.5020148122929,145.87937104727615,92.55486889551554,12.10771029675061,9.278790019167118
98,PF00004,PF00153,21,148.76843411851627,19.347040832193063,93.85268555980556,11.206055200519657,145.87937104727615,92.55486889551554,2.889063071240116,1.2978166642900248
99,PF00004,PF00153,24,165.1455009784752,17.341529506728833,96.3611911799766,13.047898600218845,145.87937104727615,92.55486889551554,19.26612993119906,3.8063222844610607
100,PF00004,PF00153,27,167.62376053207768,21.10468431830385,102.30623507427526,14.664540076804665,145.87937104727615,92.55486889551554,21.74438948480153,9.751366178759724
101,PF00004,PF00153,30,166.53567378416957,24.68646660820285,100.7918105859515,13.717170209792483,145.87937104727615,92.55486889551554,20.656302736893423,8.236941690435955
102,PF00004,PF00153,33,168.68320753838174,23.45795711481831,98.88186003669145,12.096348611999128,145.87937104727615,92.55486889551554,22.803836491105585,6.32699114117591
103,PF00004,PF00153,36,156.0512093472223,18.38790517851679,97.41600050828278,10.99157756867942,145.87937104727615,92.55486889551554,10.17183829994616,4.861131612767238
104,PF00004,PF00153,39,164.700898622367,24.625782658617588,94.4714789508426,15.443690048907952,145.87937104727615,92.55486889551554,18.82152757509084,1.9166100553270553
105,PF00004,PF00153,42,175.51983008782724,31.85163522784074,104.6833074334515,12.623939759112968,145.87937104727615,92.55486889551554,29.640459040551093,12.128438537935963
106,PF00004,PF00153,45,159.87605548192744,31.468550283993874,99.08237088236721,13.501725594486158,145.87937104727615,92.55486889551554,13.996684434651286,6.527501986851675
107,PF00004,PF00153,48,165.9883711755448,24.257730764858554,93.16458058646413,12.755191322971092,145.87937104727615,92.55486889551554,20.10900012826866,0.6097116909485862
108,PF00004,PF00153,51,176.41038767888446,14.47724723619683,96.95964190967464,14.651510511598213,145.87937104727615,92.55486889551554,30.53101663160831,4.404773014159105
109,PF00004,PF00153,54,208.71700154994883,26.989913425724176,97.24434609961891,14.25925606709277,145.87937104727615,92.55486889551554,62.83763050267268,4.689477204103369
110,PF00004,PF00153,57,203.12312969381702,21.119813213042477,109.33634342633414,12.762664904874468,145.87937104727615,92.55486889551554,57.24375864654087,16.7814745308186
111,PF00004,PF00153,60,171.6906993606229,25.23222484141109,106.55140868034513,13.108110773506578,145.87937104727615,92.55486889551554,25.811328313346735,13.996539784829594
112,PF00004,PF00153,63,182.22741147432302,19.90900938585983,109.16699753324875,11.084362881416094,145.87937104727615,92.55486889551554,36.34804042704687,16.612128637733207
113,PF00004,PF00153,66,172.4790921315392,27.20850862964777,109.17915999714755,12.307578576376635,145.87937104727615,92.55486889551554,26.599721084263052,16.62429110163201
114,PF00004,PF00153,69,166.63084187112915,22.113700747202675,114.18905979881256,11.64078772209847,145.87937104727615,92.55486889551554,20.751470823852998,21.634190903297025
115,PF00004,PF00153,72,191.2680632458025,24.304433537092766,109.20771138241594,12.63077577025863,145.87937104727615,92.55486889551554,45.38869219852634,16.652842486900397
116,PF00004,PF00153,75,173.73431595311573,27.29568981673681,111.77372576867974,11.803725685874298,145.87937104727615,92.55486889551554,27.854944905839574,19.2188568731642
117,PF00004,PF00153,78,179.2981065159234,23.818182926282745,119.6232939640159,9.662230952992166,145.87937104727615,92.55486889551554,33.41873546864724,27.06842506850036
118,PF00004,PF00153,81,225.9143365780545,17.90493445028315,116.17428552560709,11.811120029318088,145.87937104727615,92.55486889551554,80.03496553077835,23.61941663009155
119,PF00004,PF00153,84,204.28928214922814,29.137717653987927,104.86695387207256,16.66165849855545,145.87937104727615,92.55486889551554,58.40991110195199,12.312084976557017
120,PF00004,PF00153,87,169.5685725884386,34.932139459538085,120.31290091569534,22.309738030480933,145.87937104727615,92.55486889551554,23.689201541162447,27.758032020179797
121,PF00004,PF00271,12,146.1290540446989,11.97757181778692,168.25632096147598,14.075038766690732,145.87937104727615,149.57930952191575,0.24968299742275235,18.677011439560232
122,PF00004,PF00271,15,183.82160357389097,14.636253463392045,159.56121529752517,22.380287834979672,145.87937104727615,149.57930952191575,37.942232526614816,9.98190577560942
123,PF00004,PF00271,18,163.45464225052123,21.988455942336472,164.88504148883302,22.20505319885961,145.87937104727615,149.57930952191575,17.57527120324508,15.305731966917278
124,PF00004,PF00271,21,161.90396157401838,20.20492689912595,160.2680540216084,24.370904703161237,145.87937104727615,149.57930952191575,16.02459052674223,10.68874449969266
125,PF00004,PF00271,24,184.0565891655898,24.641466141286053,153.16081438798233,20.894588050836667,145.87937104727615,149.57930952191575,38.17721811831365,3.581504866066581
126,PF00004,PF00271,27,189.1819580490673,28.0648548701632,159.57703269446432,21.281269488925425,145.87937104727615,149.57930952191575,43.30258700179115,9.997723172548575
127,PF00004,PF00271,30,176.47928606229266,22.875734427690393,164.4143773277377,19.16836111059356,145.87937104727615,149.57930952191575,30.599915015016506,14.83506780582195
128,PF00004,PF00271,33,178.90844186366039,26.29698198509085,159.1975293510776,22.563809257662292,145.87937104727615,149.57930952191575,33.029070816384234,9.618219829161859
129,PF00004,PF00271,36,173.79926317041645,16.407664699260216,163.78376821808152,22.004497203148663,145.87937104727615,149.57930952191575,27.9198921231403,14.204458696165773
130,PF00004,PF00271,39,186.63703234078193,23.191802511915984,161.58676080047294,21.579318831288848,145.87937104727615,149.57930952191575,40.75766129350578,12.007451278557198
131,PF00004,PF00271,42,208.48604188669074,18.29036522465231,146.48337947880006,20.531356739528437,145.87937104727615,149.57930952191575,62.60667083941459,3.095930043115686
132,PF00004,PF00271,45,172.2356945443334,20.164676249643716,167.44765431231627,10.99996187987989,145.87937104727615,149.57930952191575,26.356323497057247,17.868344790400528
133,PF00004,PF00271,48,184.82511086211474,29.1435882586932,161.34678063171864,21.566660942425102,145.87937104727615,149.57930952191575,38.94573981483859,11.767471109802898
134,PF00004,PF00271,51,184.5161193851122,18.618049425006586,138.914921901505,15.248086315945034,145.87937104727615,149.57930952191575,38.63674833783605,10.664387620410736
135,PF00004,PF00271,54,192.01247262908092,17.747692799237836,140.02326122652042,14.54788518613887,145.87937104727615,149.57930952191575,46.133101581804766,9.556048295395328
136,PF00004,PF00271,57,206.29062674109645,19.46995851172919,139.85588130751714,14.288606374839137,145.87937104727615,149.57930952191575,60.411255693820294,9.72342821439861
137,PF00004,PF00271,60,186.7736728132781,22.059573653717766,163.950504154725,21.718529434012382,145.87937104727615,149.57930952191575,40.894301766001945,14.37119463280925
138,PF00004,PF00271,63,157.0926852369786,20.7978020372078,161.0812259977859,23.95411701841676,145.87937104727615,149.57930952191575,11.213314189702459,11.50191647587016
139,PF00004,PF00271,66,204.60185894541888,21.32650555395912,161.84075870131974,20.028991296433205,145.87937104727615,149.57930952191575,58.72248789814273,12.261449179403996
140,PF00004,PF00271,69,166.9511130774331,15.939876721279676,180.66378481771952,13.924396691695923,145.87937104727615,149.57930952191575,21.07174203015694,31.08447529580377
141,PF00004,PF00271,72,163.86900812202506,11.158011995463495,192.7595015510331,11.868412602947355,145.87937104727615,149.57930952191575,17.989637074748913,43.180192029117364
142,PF00004,PF00271,75,185.075776727202,16.211081258973163,157.1005724018812,21.158595157657015,145.87937104727615,149.57930952191575,39.196405679925846,7.521262879965462
143,PF00004,PF00271,78,214.53872904188265,10.428871818615988,163.20377176284896,21.111949953687045,145.87937104727615,149.57930952191575,68.6593579946065,13.624462240933212
144,PF00004,PF00271,81,198.58162664319337,23.460246110764963,184.02498087669295,18.98973336240552,145.87937104727615,149.57930952191575,52.70225559591722,34.445671354777204
145,PF00004,PF00271,84,199.33998252254176,21.736429636833247,163.05778584970733,29.761614780473288,145.87937104727615,149.57930952191575,53.46061147526561,13.478476327791583
146,PF00004,PF00271,87,211.7304343774414,17.299564018959696,146.85912310297186,18.366565769438548,145.87937104727615,149.57930952191575,65.85106333016526,2.7201864189438822
147,PF00004,PF00397,12,149.81734212923345,18.591148304832743,33.706258911421784,6.372195715726285,145.87937104727615,34.45049111539599,3.9379710819573006,0.7442322039742066
148,PF00004,PF00397,15,182.16901305107854,21.054301701975614,39.85589259720375,6.818951103195342,145.87937104727615,34.45049111539599,36.289642003802385,5.405401481807758
149,PF00004,PF00397,18,147.1614578917169,19.218427157202914,35.691261528265095,6.832317067741676,145.87937104727615,34.45049111539599,1.2820868444407552,1.2407704128691037
150,PF00004,PF00397,21,142.96264559468585,11.608542855210667,36.47438878705371,5.385369799212771,145.87937104727615,34.45049111539599,2.916725452590299,2.0238976716577213
151,PF00004,PF00397,24,164.02008522273042,23.319097583448873,43.56284454377411,5.028739500958862,145.87937104727615,34.45049111539599,18.140714175454264,9.112353428378121
152,PF00004,PF00397,27,188.22969856320722,28.962121500849097,44.73054833152783,4.520722721094467,145.87937104727615,34.45049111539599,42.35032751593107,10.280057216131837
153,PF00004,PF00397,30,201.24510355727827,16.921938803170065,35.27059230861463,5.975459498694974,145.87937104727615,34.45049111539599,55.36573251000212,0.8201011932186404
154,PF00004,PF00397,33,178.4668995090472,29.0255952255715,39.598184302050676,4.938397275214472,145.87937104727615,34.45049111539599,32.58752846177106,5.147693186654685
155,PF00004,PF00397,36,181.56034872170633,26.22692450476112,38.475787858622475,5.02915092510051,145.87937104727615,34.45049111539599,35.68097767443018,4.025296743226484
156,PF00004,PF00397,39,191.9554601287661,20.71117500000978,40.048388373728244,5.217917525188873,145.87937104727615,34.45049111539599,46.076089081489954,5.597897258332253
157,PF00004,PF00397,42,158.36205313298964,16.633943724282073,46.57067073572911,4.021848814769338,145.87937104727615,34.45049111539599,12.482682085713492,12.120179620333118
158,PF00004,PF00397,45,175.9121791039226,20.314965974005055,47.323969370139295,4.878756638394075,145.87937104727615,34.45049111539599,30.032808056646445,12.873478254743304
159,PF00004,PF00397,48,171.45263716294107,24.39649866347757,48.20271495452971,6.063676709897355,145.87937104727615,34.45049111539599,25.57326611566492,13.75222383913372
160,PF00004,PF00397,51,162.4142279469127,16.539845808220818,49.86470461550184,3.0671656634925446,145.87937104727615,34.45049111539599,16.534856899636537,15.414213500105852
161,PF00004,PF00397,54,210.9224817252667,20.50464136192553,48.28258839093654,5.749457277966708,145.87937104727615,34.45049111539599,65.04311067799054,13.832097275540548
162,PF00004,PF00397,57,211.63001082649004,14.625227993182909,40.97217684775264,4.674003067890027,145.87937104727615,34.45049111539599,65.75063977921388,6.5216857323566515
163,PF00004,PF00397,60,169.94183241181634,20.92423087895344,40.88307169130809,6.269898142151603,145.87937104727615,34.45049111539599,24.062461364540184,6.432580575912098
164,PF00004,PF00397,63,182.25571957369635,24.901382077808147,50.02946774003165,5.517253681974675,145.87937104727615,34.45049111539599,36.3763485264202,15.578976624635658
165,PF00004,PF00397,66,202.60469206650268,23.12921947105815,47.54231394456552,6.769546630902023,145.87937104727615,34.45049111539599,56.72532101922653,13.09182282916953
166,PF00004,PF00397,69,176.8635761432588,28.660182005849915,34.58449226856344,4.934945648612951,145.87937104727615,34.45049111539599,30.984205095982645,0.13400115316744632
167,PF00004,PF00397,72,191.3388378329243,32.123841243402936,52.06977752026025,6.525994724058584,145.87937104727615,34.45049111539599,45.45946678564815,17.619286404864262
168,PF00004,PF00397,75,179.32546312487503,19.880832443500907,43.332848876279876,4.400084904272639,145.87937104727615,34.45049111539599,33.44609207759888,8.882357760883885
169,PF00004,PF00512,12,147.78830001043818,13.232481651873904,114.3714327161982,12.548626641453534,145.87937104727615,105.72150320304084,1.908928963162026,8.64992951315736
170,PF00004,PF00512,15,172.29025687675522,20.80588682739098,99.47028814965293,9.74007250750413,145.87937104727615,105.72150320304084,26.41088582947907,6.251215053387909
171,PF00004,PF00512,18,175.56624641825778,25.99028279377211,108.63333962830816,11.512825812346295,145.87937104727615,105.72150320304084,29.686875370981625,2.9118364252673246
172,PF00004,PF00512,21,150.75204899644953,11.89606692622848,115.77354404513024,8.25625161434723,145.87937104727615,105.72150320304084,4.872677949173379,10.052040842089397
173,PF00004,PF00512,24,149.42970286926237,16.91650619688549,111.2196022368463,8.420953316254034,145.87937104727615,105.72150320304084,3.5503318219862194,5.49809903380546
174,PF00004,PF00512,27,169.46471336963276,24.77468900272043,114.31734671969207,10.604625915909516,145.87937104727615,105.72150320304084,23.58534232235661,8.595843516651229
175,PF00004,PF00512,30,152.02926986416708,13.217987440851148,122.56029186575537,7.11881702668588,145.87937104727615,105.72150320304084,6.149898816890925,16.838788662714535
176,PF00004,PF00512,33,167.26874223021437,25.250613320145007,126.42738745149788,7.25849869910704,145.87937104727615,105.72150320304084,21.38937118293822,20.70588424845704
